ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0022404	molting cycle process	1/90	23/6656	0.2692190635431688	0.5727812491167623	0.5307600143582392	BCL2	1
GO:0022405	hair cycle process	1/90	23/6656	0.2692190635431688	0.5727812491167623	0.5307600143582392	BCL2	1
GO:0032633	interleukin-4 production	1/90	23/6656	0.2692190635431688	0.5727812491167623	0.5307600143582392	CD83	1
GO:0032673	regulation of interleukin-4 production	1/90	23/6656	0.2692190635431688	0.5727812491167623	0.5307600143582392	CD83	1
GO:0032733	positive regulation of interleukin-10 production	1/90	23/6656	0.2692190635431688	0.5727812491167623	0.5307600143582392	CD83	1
GO:0035050	embryonic heart tube development	1/90	23/6656	0.2692190635431688	0.5727812491167623	0.5307600143582392	MEF2C	1
GO:0045943	positive regulation of transcription by RNA polymerase I	1/90	23/6656	0.2692190635431688	0.5727812491167623	0.5307600143582392	EIF2AK3	1
GO:0046579	positive regulation of Ras protein signal transduction	1/90	23/6656	0.2692190635431688	0.5727812491167623	0.5307600143582392	GPR18	1
GO:0060218	hematopoietic stem cell differentiation	1/90	23/6656	0.2692190635431688	0.5727812491167623	0.5307600143582392	BCL2	1
GO:1900101	regulation of endoplasmic reticulum unfolded protein response	1/90	23/6656	0.2692190635431688	0.5727812491167623	0.5307600143582392	RACK1	1
GO:1901797	negative regulation of signal transduction by p53 class mediator	1/90	23/6656	0.2692190635431688	0.5727812491167623	0.5307600143582392	BCL2	1
GO:0006906	vesicle fusion	2/90	75/6656	0.2694637014637663	0.5727812491167623	0.5307600143582392	PIKFYVE/STX5	2
GO:0060348	bone development	2/90	75/6656	0.2694637014637663	0.5727812491167623	0.5307600143582392	MEF2C/RPL13	2
GO:0007423	sensory organ development	3/90	134/6656	0.27165244866711036	0.5727812491167623	0.5307600143582392	ATP2B1/BCL2/SMCHD1	3
GO:0034612	response to tumor necrosis factor	3/90	134/6656	0.27165244866711036	0.5727812491167623	0.5307600143582392	TNFRSF13C/LAPTM5/KLF2	3
GO:0032504	multicellular organism reproduction	5/90	260/6656	0.2749457361455405	0.5727812491167623	0.5307600143582392	PAX5/ADAM28/IL4R/BCL2/CCNB1IP1	5
GO:0002703	regulation of leukocyte mediated immunity	3/90	135/6656	0.27533731178840454	0.5727812491167623	0.5307600143582392	FCER2/IL4R/BLK	3
GO:0060537	muscle tissue development	3/90	135/6656	0.27533731178840454	0.5727812491167623	0.5307600143582392	PAX5/MEF2C/BCL2	3
GO:0051056	regulation of small GTPase mediated signal transduction	3/90	136/6656	0.27902768546664813	0.5727812491167623	0.5307600143582392	RALGPS2/GPR18/TAGAP	3
GO:0000731	DNA synthesis involved in DNA repair	1/90	24/6656	0.2791346800486889	0.5727812491167623	0.5307600143582392	POLD4	1
GO:0001954	positive regulation of cell-matrix adhesion	1/90	24/6656	0.2791346800486889	0.5727812491167623	0.5307600143582392	PLEKHA2	1
GO:0002313	mature B cell differentiation involved in immune response	1/90	24/6656	0.2791346800486889	0.5727812491167623	0.5307600143582392	POU2AF1	1
GO:0002793	positive regulation of peptide secretion	1/90	24/6656	0.2791346800486889	0.5727812491167623	0.5307600143582392	BLK	1
GO:0006949	syncytium formation	1/90	24/6656	0.2791346800486889	0.5727812491167623	0.5307600143582392	IL4R	1
GO:0007549	dosage compensation	1/90	24/6656	0.2791346800486889	0.5727812491167623	0.5307600143582392	SMCHD1	1
GO:0008589	regulation of smoothened signaling pathway	1/90	24/6656	0.2791346800486889	0.5727812491167623	0.5307600143582392	RACK1	1
GO:0014855	striated muscle cell proliferation	1/90	24/6656	0.2791346800486889	0.5727812491167623	0.5307600143582392	MEF2C	1
GO:0033273	response to vitamin	1/90	24/6656	0.2791346800486889	0.5727812491167623	0.5307600143582392	ATP2B1	1
GO:0043550	regulation of lipid kinase activity	1/90	24/6656	0.2791346800486889	0.5727812491167623	0.5307600143582392	CD19	1
GO:0045622	regulation of T-helper cell differentiation	1/90	24/6656	0.2791346800486889	0.5727812491167623	0.5307600143582392	IL4R	1
GO:0045663	positive regulation of myoblast differentiation	1/90	24/6656	0.2791346800486889	0.5727812491167623	0.5307600143582392	MEF2C	1
GO:0045666	positive regulation of neuron differentiation	1/90	24/6656	0.2791346800486889	0.5727812491167623	0.5307600143582392	MEF2C	1
GO:0048864	stem cell development	1/90	24/6656	0.2791346800486889	0.5727812491167623	0.5307600143582392	BCL2	1
GO:0050709	negative regulation of protein secretion	1/90	24/6656	0.2791346800486889	0.5727812491167623	0.5307600143582392	RAB11FIP1	1
GO:0090277	positive regulation of peptide hormone secretion	1/90	24/6656	0.2791346800486889	0.5727812491167623	0.5307600143582392	BLK	1
GO:0098773	skin epidermis development	1/90	24/6656	0.2791346800486889	0.5727812491167623	0.5307600143582392	BCL2	1
GO:1902235	regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway	1/90	24/6656	0.2791346800486889	0.5727812491167623	0.5307600143582392	EIF2AK3	1
GO:1902253	regulation of intrinsic apoptotic signaling pathway by p53 class mediator	1/90	24/6656	0.2791346800486889	0.5727812491167623	0.5307600143582392	BCL2	1
GO:1902305	regulation of sodium ion transmembrane transport	1/90	24/6656	0.2791346800486889	0.5727812491167623	0.5307600143582392	CAMK2D	1
GO:1903170	negative regulation of calcium ion transmembrane transport	1/90	24/6656	0.2791346800486889	0.5727812491167623	0.5307600143582392	BCL2	1
GO:1903202	negative regulation of oxidative stress-induced cell death	1/90	24/6656	0.2791346800486889	0.5727812491167623	0.5307600143582392	RACK1	1
GO:1904888	cranial skeletal system development	1/90	24/6656	0.2791346800486889	0.5727812491167623	0.5307600143582392	PAX5	1
GO:1990089	response to nerve growth factor	1/90	24/6656	0.2791346800486889	0.5727812491167623	0.5307600143582392	USP8	1
GO:1990090	cellular response to nerve growth factor stimulus	1/90	24/6656	0.2791346800486889	0.5727812491167623	0.5307600143582392	USP8	1
GO:1903530	regulation of secretion by cell	4/90	198/6656	0.2792680556006437	0.5727812491167623	0.5307600143582392	IL4R/MEF2C/RAB11FIP1/BLK	4
GO:0036294	cellular response to decreased oxygen levels	2/90	77/6656	0.27953470101073763	0.5727812491167623	0.5307600143582392	JUND/BCL2	2
GO:0090174	organelle membrane fusion	2/90	77/6656	0.27953470101073763	0.5727812491167623	0.5307600143582392	PIKFYVE/STX5	2
GO:0030003	cellular cation homeostasis	4/90	199/6656	0.28230120738606723	0.5748172098147961	0.5326466098621729	CD19/ATP2B1/BCL2/CAMK2D	4
GO:0002702	positive regulation of production of molecular mediator of immune response	2/90	78/6656	0.2845676659730656	0.5748172098147961	0.5326466098621729	IL4R/LAPTM5	2
GO:0035303	regulation of dephosphorylation	2/90	78/6656	0.2845676659730656	0.5748172098147961	0.5326466098621729	MEF2C/MGAT5	2
GO:0043588	skin development	2/90	78/6656	0.2845676659730656	0.5748172098147961	0.5326466098621729	STK4/BCL2	2
GO:0090257	regulation of muscle system process	2/90	78/6656	0.2845676659730656	0.5748172098147961	0.5326466098621729	ATP2B1/CAMK2D	2
GO:2000377	regulation of reactive oxygen species metabolic process	2/90	78/6656	0.2845676659730656	0.5748172098147961	0.5326466098621729	PIKFYVE/BCL2	2
GO:0006811	ion transport	8/90	462/6656	0.28584272999642524	0.5748172098147961	0.5326466098621729	CD19/MS4A1/ATP2B1/ORAI2/MEF2C/P2RX5/BCL2/CAMK2D	8
GO:0023061	signal release	3/90	138/6656	0.2864233366539665	0.5748172098147961	0.5326466098621729	MEF2C/RAB11FIP1/BLK	3
GO:0002714	positive regulation of B cell mediated immunity	1/90	25/6656	0.2889172311336736	0.5748172098147961	0.5326466098621729	FCER2	1
GO:0002891	positive regulation of immunoglobulin mediated immune response	1/90	25/6656	0.2889172311336736	0.5748172098147961	0.5326466098621729	FCER2	1
GO:0018958	phenol-containing compound metabolic process	1/90	25/6656	0.2889172311336736	0.5748172098147961	0.5326466098621729	BCL2	1
GO:0040014	regulation of multicellular organism growth	1/90	25/6656	0.2889172311336736	0.5748172098147961	0.5326466098621729	BCL2	1
GO:0042088	T-helper 1 type immune response	1/90	25/6656	0.2889172311336736	0.5748172098147961	0.5326466098621729	IL4R	1
GO:0043627	response to estrogen	1/90	25/6656	0.2889172311336736	0.5748172098147961	0.5326466098621729	IL4R	1
GO:0045581	negative regulation of T cell differentiation	1/90	25/6656	0.2889172311336736	0.5748172098147961	0.5326466098621729	IL4R	1
GO:0046636	negative regulation of alpha-beta T cell activation	1/90	25/6656	0.2889172311336736	0.5748172098147961	0.5326466098621729	IL4R	1
GO:0048706	embryonic skeletal system development	1/90	25/6656	0.2889172311336736	0.5748172098147961	0.5326466098621729	PAX5	1
GO:0050850	positive regulation of calcium-mediated signaling	1/90	25/6656	0.2889172311336736	0.5748172098147961	0.5326466098621729	P2RX5	1
GO:0051289	protein homotetramerization	1/90	25/6656	0.2889172311336736	0.5748172098147961	0.5326466098621729	VASP	1
GO:0051353	positive regulation of oxidoreductase activity	1/90	25/6656	0.2889172311336736	0.5748172098147961	0.5326466098621729	FCER2	1
GO:0072538	T-helper 17 type immune response	1/90	25/6656	0.2889172311336736	0.5748172098147961	0.5326466098621729	LY9	1
GO:0098659	inorganic cation import across plasma membrane	1/90	25/6656	0.2889172311336736	0.5748172098147961	0.5326466098621729	MS4A1	1
GO:0099587	inorganic ion import across plasma membrane	1/90	25/6656	0.2889172311336736	0.5748172098147961	0.5326466098621729	MS4A1	1
GO:1902229	regulation of intrinsic apoptotic signaling pathway in response to DNA damage	1/90	25/6656	0.2889172311336736	0.5748172098147961	0.5326466098621729	BCL2	1
GO:1903409	reactive oxygen species biosynthetic process	1/90	25/6656	0.2889172311336736	0.5748172098147961	0.5326466098621729	PIKFYVE	1
GO:1904705	regulation of vascular associated smooth muscle cell proliferation	1/90	25/6656	0.2889172311336736	0.5748172098147961	0.5326466098621729	MEF2C	1
GO:0043491	protein kinase B signaling	2/90	79/6656	0.2895977890579441	0.5748172098147961	0.5326466098621729	BANK1/RACK1	2
GO:0048762	mesenchymal cell differentiation	2/90	79/6656	0.2895977890579441	0.5748172098147961	0.5326466098621729	MEF2C/BCL2	2
GO:2001236	regulation of extrinsic apoptotic signaling pathway	2/90	79/6656	0.2895977890579441	0.5748172098147961	0.5326466098621729	STK4/BCL2	2
GO:0055082	cellular chemical homeostasis	5/90	266/6656	0.29073209997563043	0.5764461701782188	0.5341560639988304	CD19/ATP2B1/RACK1/BCL2/CAMK2D	5
GO:0046903	secretion	6/90	332/6656	0.29225349678683277	0.5788382835066795	0.536372683531188	IL4R/MEF2C/TPD52/RAB11FIP1/BLK/LAT2	6
GO:0009410	response to xenobiotic stimulus	3/90	140/6656	0.29383618973859926	0.5800939442068613	0.5375362245728776	CD69/MEF2C/BCL2	3
GO:0061564	axon development	3/90	140/6656	0.29383618973859926	0.5800939442068613	0.5375362245728776	RHOH/VASP/BCL2	3
GO:0034614	cellular response to reactive oxygen species	2/90	80/6656	0.2946242351952687	0.5800939442068613	0.5375362245728776	KLF2/RACK1	2
GO:0006873	cellular ion homeostasis	4/90	204/6656	0.2975435294040944	0.5800939442068613	0.5375362245728776	CD19/ATP2B1/BCL2/CAMK2D	4
GO:0007267	cell-cell signaling	8/90	468/6656	0.2978814559051486	0.5800939442068613	0.5375362245728776	STK4/SYPL1/MEF2C/USP8/P2RX5/RAB11FIP1/RACK1/BLK	8
GO:0002090	regulation of receptor internalization	1/90	26/6656	0.2985684827092986	0.5800939442068613	0.5375362245728776	ANKRD13A	1
GO:0010923	negative regulation of phosphatase activity	1/90	26/6656	0.2985684827092986	0.5800939442068613	0.5375362245728776	MGAT5	1
GO:0014033	neural crest cell differentiation	1/90	26/6656	0.2985684827092986	0.5800939442068613	0.5375362245728776	MEF2C	1
GO:0031644	regulation of nervous system process	1/90	26/6656	0.2985684827092986	0.5800939442068613	0.5375362245728776	EIF2AK3	1
GO:0032212	positive regulation of telomere maintenance via telomerase	1/90	26/6656	0.2985684827092986	0.5800939442068613	0.5375362245728776	NAF1	1
GO:0043162	ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway	1/90	26/6656	0.2985684827092986	0.5800939442068613	0.5375362245728776	VPS37B	1
GO:0045600	positive regulation of fat cell differentiation	1/90	26/6656	0.2985684827092986	0.5800939442068613	0.5375362245728776	STK4	1
GO:0045910	negative regulation of DNA recombination	1/90	26/6656	0.2985684827092986	0.5800939442068613	0.5375362245728776	SMCHD1	1
GO:0046928	regulation of neurotransmitter secretion	1/90	26/6656	0.2985684827092986	0.5800939442068613	0.5375362245728776	MEF2C	1
GO:0051057	positive regulation of small GTPase mediated signal transduction	1/90	26/6656	0.2985684827092986	0.5800939442068613	0.5375362245728776	GPR18	1
GO:0055117	regulation of cardiac muscle contraction	1/90	26/6656	0.2985684827092986	0.5800939442068613	0.5375362245728776	CAMK2D	1
GO:0060349	bone morphogenesis	1/90	26/6656	0.2985684827092986	0.5800939442068613	0.5375362245728776	MEF2C	1
GO:0097028	dendritic cell differentiation	1/90	26/6656	0.2985684827092986	0.5800939442068613	0.5375362245728776	BLK	1
GO:0043065	positive regulation of apoptotic process	5/90	270/6656	0.30135150941362054	0.5848828662114409	0.5419738145181326	STK4/MEF2C/RACK1/BLK/CAMK2D	5
GO:0019080	viral gene expression	2/90	82/6656	0.304662868894615	0.5868080272238424	0.5437577389887046	ST6GAL1/MGAT5	2
GO:0061448	connective tissue development	2/90	82/6656	0.304662868894615	0.5868080272238424	0.5437577389887046	EIF2AK3/MEF2C	2
GO:2001235	positive regulation of apoptotic signaling pathway	2/90	82/6656	0.304662868894615	0.5868080272238424	0.5437577389887046	STK4/RACK1	2
GO:0055085	transmembrane transport	8/90	472/6656	0.30597792739705193	0.5868080272238424	0.5437577389887046	CD19/MS4A1/ATP2B1/ORAI2/MEF2C/P2RX5/BCL2/CAMK2D	8
GO:0001508	action potential	1/90	27/6656	0.30809017751415013	0.5868080272238424	0.5437577389887046	CAMK2D	1
GO:0001825	blastocyst formation	1/90	27/6656	0.30809017751415013	0.5868080272238424	0.5437577389887046	CCNB1IP1	1
GO:0006284	base-excision repair	1/90	27/6656	0.30809017751415013	0.5868080272238424	0.5437577389887046	NEIL1	1
GO:0007368	determination of left/right symmetry	1/90	27/6656	0.30809017751415013	0.5868080272238424	0.5437577389887046	MEF2C	1
GO:0010633	negative regulation of epithelial cell migration	1/90	27/6656	0.30809017751415013	0.5868080272238424	0.5437577389887046	MEF2C	1
GO:0030219	megakaryocyte differentiation	1/90	27/6656	0.30809017751415013	0.5868080272238424	0.5437577389887046	MEF2C	1
GO:0032438	melanosome organization	1/90	27/6656	0.30809017751415013	0.5868080272238424	0.5437577389887046	PIKFYVE	1
GO:0036258	multivesicular body assembly	1/90	27/6656	0.30809017751415013	0.5868080272238424	0.5437577389887046	VPS37B	1
GO:0042303	molting cycle	1/90	27/6656	0.30809017751415013	0.5868080272238424	0.5437577389887046	BCL2	1
GO:0042633	hair cycle	1/90	27/6656	0.30809017751415013	0.5868080272238424	0.5437577389887046	BCL2	1
GO:0046470	phosphatidylcholine metabolic process	1/90	27/6656	0.30809017751415013	0.5868080272238424	0.5437577389887046	CHPT1	1
GO:0048538	thymus development	1/90	27/6656	0.30809017751415013	0.5868080272238424	0.5437577389887046	BCL2	1
GO:0048565	digestive tract development	1/90	27/6656	0.30809017751415013	0.5868080272238424	0.5437577389887046	BCL2	1
GO:1990874	vascular associated smooth muscle cell proliferation	1/90	27/6656	0.30809017751415013	0.5868080272238424	0.5437577389887046	MEF2C	1
GO:0044057	regulation of system process	3/90	144/6656	0.30870100131855005	0.5873627747655228	0.5442717883114461	ATP2B1/EIF2AK3/CAMK2D	3
GO:0032412	regulation of ion transmembrane transporter activity	2/90	83/6656	0.30967349753190854	0.5882657175102808	0.5451084880199498	MEF2C/CAMK2D	2
GO:0031647	regulation of protein stability	4/90	208/6656	0.3098156771218454	0.5882657175102808	0.5451084880199498	STK4/USP8/BCL2/QRSL1	4
GO:0034249	negative regulation of cellular amide metabolic process	3/90	145/6656	0.3124231305653584	0.5919935195661121	0.5485628054853499	BANK1/EIF2AK3/RACK1	3
GO:2000113	negative regulation of cellular macromolecule biosynthetic process	3/90	145/6656	0.3124231305653584	0.5919935195661121	0.5485628054853499	BANK1/EIF2AK3/RACK1	3
GO:0007281	germ cell development	2/90	84/6656	0.31467733050190505	0.5928625106671062	0.5493680443613641	BCL2/CCNB1IP1	2
GO:1903900	regulation of viral life cycle	2/90	84/6656	0.31467733050190505	0.5928625106671062	0.5493680443613641	VPS37B/BCL2	2
GO:1902532	negative regulation of intracellular signal transduction	5/90	275/6656	0.31471611921022014	0.5928625106671062	0.5493680443613641	BANK1/CD22/RHOH/RACK1/BCL2	5
GO:0051046	regulation of secretion	4/90	210/6656	0.3159729485078018	0.5928625106671062	0.5493680443613641	IL4R/MEF2C/RAB11FIP1/BLK	4
GO:0006220	pyrimidine nucleotide metabolic process	1/90	28/6656	0.3174840354148477	0.5928625106671062	0.5493680443613641	NEIL1	1
GO:0009394	2'-deoxyribonucleotide metabolic process	1/90	28/6656	0.3174840354148477	0.5928625106671062	0.5493680443613641	NEIL1	1
GO:0032743	positive regulation of interleukin-2 production	1/90	28/6656	0.3174840354148477	0.5928625106671062	0.5493680443613641	CD83	1
GO:0035308	negative regulation of protein dephosphorylation	1/90	28/6656	0.3174840354148477	0.5928625106671062	0.5493680443613641	MGAT5	1
GO:0036257	multivesicular body organization	1/90	28/6656	0.3174840354148477	0.5928625106671062	0.5493680443613641	VPS37B	1
GO:0043124	negative regulation of I-kappaB kinase/NF-kappaB signaling	1/90	28/6656	0.3174840354148477	0.5928625106671062	0.5493680443613641	RHOH	1
GO:0055123	digestive system development	1/90	28/6656	0.3174840354148477	0.5928625106671062	0.5493680443613641	BCL2	1
GO:0071470	cellular response to osmotic stress	1/90	28/6656	0.3174840354148477	0.5928625106671062	0.5493680443613641	RCSD1	1
GO:1904358	positive regulation of telomere maintenance via telomere lengthening	1/90	28/6656	0.3174840354148477	0.5928625106671062	0.5493680443613641	NAF1	1
GO:2000785	regulation of autophagosome assembly	1/90	28/6656	0.3174840354148477	0.5928625106671062	0.5493680443613641	PIKFYVE	1
GO:0035967	cellular response to topologically incorrect protein	2/90	85/6656	0.31967364133887344	0.5928625106671062	0.5493680443613641	EIF2AK3/RACK1	2
GO:0050920	regulation of chemotaxis	2/90	85/6656	0.31967364133887344	0.5928625106671062	0.5493680443613641	ST6GAL1/GPR18	2
GO:1903052	positive regulation of proteolysis involved in protein catabolic process	2/90	85/6656	0.31967364133887344	0.5928625106671062	0.5493680443613641	LAPTM5/RACK1	2
GO:0003013	circulatory system process	3/90	147/6656	0.31987190634714735	0.5928625106671062	0.5493680443613641	ATP2B1/KLF2/CAMK2D	3
GO:0001822	kidney development	2/90	86/6656	0.32466172401866045	0.5928625106671062	0.5493680443613641	MEF2C/BCL2	2
GO:0017157	regulation of exocytosis	2/90	86/6656	0.32466172401866045	0.5928625106671062	0.5493680443613641	IL4R/BLK	2
GO:0002478	antigen processing and presentation of exogenous peptide antigen	1/90	29/6656	0.3267517537028175	0.5928625106671062	0.5493680443613641	PIKFYVE	1
GO:0002823	negative regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	1/90	29/6656	0.3267517537028175	0.5928625106671062	0.5493680443613641	IL4R	1
GO:0003206	cardiac chamber morphogenesis	1/90	29/6656	0.3267517537028175	0.5928625106671062	0.5493680443613641	MEF2C	1
GO:0006493	protein O-linked glycosylation	1/90	29/6656	0.3267517537028175	0.5928625106671062	0.5493680443613641	ST6GAL1	1
GO:0006695	cholesterol biosynthetic process	1/90	29/6656	0.3267517537028175	0.5928625106671062	0.5493680443613641	IDI1	1
GO:0006720	isoprenoid metabolic process	1/90	29/6656	0.3267517537028175	0.5928625106671062	0.5493680443613641	IDI1	1
GO:0009262	deoxyribonucleotide metabolic process	1/90	29/6656	0.3267517537028175	0.5928625106671062	0.5493680443613641	NEIL1	1
GO:0019692	deoxyribose phosphate metabolic process	1/90	29/6656	0.3267517537028175	0.5928625106671062	0.5493680443613641	NEIL1	1
GO:0030838	positive regulation of actin filament polymerization	1/90	29/6656	0.3267517537028175	0.5928625106671062	0.5493680443613641	VASP	1
GO:0031063	regulation of histone deacetylation	1/90	29/6656	0.3267517537028175	0.5928625106671062	0.5493680443613641	CAMK2D	1
GO:0032413	negative regulation of ion transmembrane transporter activity	1/90	29/6656	0.3267517537028175	0.5928625106671062	0.5493680443613641	CAMK2D	1
GO:0043001	Golgi to plasma membrane protein transport	1/90	29/6656	0.3267517537028175	0.5928625106671062	0.5493680443613641	RACK1	1
GO:0043618	regulation of transcription from RNA polymerase II promoter in response to stress	1/90	29/6656	0.3267517537028175	0.5928625106671062	0.5493680443613641	KLF2	1
GO:0045324	late endosome to vacuole transport	1/90	29/6656	0.3267517537028175	0.5928625106671062	0.5493680443613641	VPS37B	1
GO:0045428	regulation of nitric oxide biosynthetic process	1/90	29/6656	0.3267517537028175	0.5928625106671062	0.5493680443613641	KLF2	1
GO:0045620	negative regulation of lymphocyte differentiation	1/90	29/6656	0.3267517537028175	0.5928625106671062	0.5493680443613641	IL4R	1
GO:0048477	oogenesis	1/90	29/6656	0.3267517537028175	0.5928625106671062	0.5493680443613641	BCL2	1
GO:0051926	negative regulation of calcium ion transport	1/90	29/6656	0.3267517537028175	0.5928625106671062	0.5493680443613641	BCL2	1
GO:0051972	regulation of telomerase activity	1/90	29/6656	0.3267517537028175	0.5928625106671062	0.5493680443613641	NAF1	1
GO:0055017	cardiac muscle tissue growth	1/90	29/6656	0.3267517537028175	0.5928625106671062	0.5493680443613641	MEF2C	1
GO:0061082	myeloid leukocyte cytokine production	1/90	29/6656	0.3267517537028175	0.5928625106671062	0.5493680443613641	LAPTM5	1
GO:1902653	secondary alcohol biosynthetic process	1/90	29/6656	0.3267517537028175	0.5928625106671062	0.5493680443613641	IDI1	1
GO:1903078	positive regulation of protein localization to plasma membrane	1/90	29/6656	0.3267517537028175	0.5928625106671062	0.5493680443613641	RACK1	1
GO:0048545	response to steroid hormone	3/90	149/6656	0.3273243019334744	0.5933156478833589	0.5497879378473597	ATP2B1/USP8/BCL2	3
GO:0071453	cellular response to oxygen levels	2/90	87/6656	0.3296408925494374	0.5953471779920626	0.551670427805485	JUND/BCL2	2
GO:0072001	renal system development	2/90	87/6656	0.3296408925494374	0.5953471779920626	0.551670427805485	MEF2C/BCL2	2
GO:0009100	glycoprotein metabolic process	3/90	150/6656	0.3310509729070309	0.5953471779920626	0.551670427805485	ST6GAL1/MGAT5/BCL2	3
GO:0008544	epidermis development	2/90	88/6656	0.3346104805695833	0.5953471779920626	0.551670427805485	STK4/BCL2	2
GO:0021700	developmental maturation	2/90	88/6656	0.3346104805695833	0.5953471779920626	0.551670427805485	KLF2/BCL2	2
GO:0046578	regulation of Ras protein signal transduction	2/90	88/6656	0.3346104805695833	0.5953471779920626	0.551670427805485	RALGPS2/GPR18	2
GO:0050708	regulation of protein secretion	2/90	88/6656	0.3346104805695833	0.5953471779920626	0.551670427805485	RAB11FIP1/BLK	2
GO:0060485	mesenchyme development	2/90	88/6656	0.3346104805695833	0.5953471779920626	0.551670427805485	MEF2C/BCL2	2
GO:0002028	regulation of sodium ion transport	1/90	30/6656	0.33589500738725186	0.5953471779920626	0.551670427805485	CAMK2D	1
GO:0006942	regulation of striated muscle contraction	1/90	30/6656	0.33589500738725186	0.5953471779920626	0.551670427805485	CAMK2D	1
GO:0007416	synapse assembly	1/90	30/6656	0.33589500738725186	0.5953471779920626	0.551670427805485	MEF2C	1
GO:0008631	intrinsic apoptotic signaling pathway in response to oxidative stress	1/90	30/6656	0.33589500738725186	0.5953471779920626	0.551670427805485	BCL2	1
GO:0009799	specification of symmetry	1/90	30/6656	0.33589500738725186	0.5953471779920626	0.551670427805485	MEF2C	1
GO:0009855	determination of bilateral symmetry	1/90	30/6656	0.33589500738725186	0.5953471779920626	0.551670427805485	MEF2C	1
GO:0016601	Rac protein signal transduction	1/90	30/6656	0.33589500738725186	0.5953471779920626	0.551670427805485	RHOH	1
GO:0031295	T cell costimulation	1/90	30/6656	0.33589500738725186	0.5953471779920626	0.551670427805485	TNFRSF13C	1
GO:0035023	regulation of Rho protein signal transduction	1/90	30/6656	0.33589500738725186	0.5953471779920626	0.551670427805485	GPR18	1
GO:0048678	response to axon injury	1/90	30/6656	0.33589500738725186	0.5953471779920626	0.551670427805485	BCL2	1
GO:0051588	regulation of neurotransmitter transport	1/90	30/6656	0.33589500738725186	0.5953471779920626	0.551670427805485	MEF2C	1
GO:0061462	protein localization to lysosome	1/90	30/6656	0.33589500738725186	0.5953471779920626	0.551670427805485	LAPTM5	1
GO:0061647	histone H3-K9 modification	1/90	30/6656	0.33589500738725186	0.5953471779920626	0.551670427805485	PAX5	1
GO:0080164	regulation of nitric oxide metabolic process	1/90	30/6656	0.33589500738725186	0.5953471779920626	0.551670427805485	KLF2	1
GO:1902041	regulation of extrinsic apoptotic signaling pathway via death domain receptors	1/90	30/6656	0.33589500738725186	0.5953471779920626	0.551670427805485	STK4	1
GO:2001233	regulation of apoptotic signaling pathway	4/90	217/6656	0.3376051169829281	0.5978017389350885	0.5539449135770994	EIF2AK3/STK4/RACK1/BCL2	4
GO:0001894	tissue homeostasis	2/90	89/6656	0.33956984095257536	0.598398243212688	0.5544976562156401	JCHAIN/BCL2	2
GO:0001959	regulation of cytokine-mediated signaling pathway	2/90	89/6656	0.33956984095257536	0.598398243212688	0.5544976562156401	LAPTM5/PARP14	2
GO:0006486	protein glycosylation	2/90	89/6656	0.33956984095257536	0.598398243212688	0.5544976562156401	ST6GAL1/MGAT5	2
GO:0007160	cell-matrix adhesion	2/90	89/6656	0.33956984095257536	0.598398243212688	0.5544976562156401	PLEKHA2/BCL2	2
GO:0043413	macromolecule glycosylation	2/90	89/6656	0.33956984095257536	0.598398243212688	0.5544976562156401	ST6GAL1/MGAT5	2
GO:0032880	regulation of protein localization	7/90	422/6656	0.3445874148045951	0.6009048304759931	0.5568203514748049	EIF2AK3/ANKRD13A/USP8/RAB11FIP1/RACK1/BLK/BCL2	7
GO:0016525	negative regulation of angiogenesis	1/90	31/6656	0.34491544948431596	0.6009048304759931	0.5568203514748049	KLF2	1
GO:0031294	lymphocyte costimulation	1/90	31/6656	0.34491544948431596	0.6009048304759931	0.5568203514748049	TNFRSF13C	1
GO:0032722	positive regulation of chemokine production	1/90	31/6656	0.34491544948431596	0.6009048304759931	0.5568203514748049	IL4R	1
GO:0035306	positive regulation of dephosphorylation	1/90	31/6656	0.34491544948431596	0.6009048304759931	0.5568203514748049	MEF2C	1
GO:0042509	regulation of tyrosine phosphorylation of STAT protein	1/90	31/6656	0.34491544948431596	0.6009048304759931	0.5568203514748049	PARP14	1
GO:0043038	amino acid activation	1/90	31/6656	0.34491544948431596	0.6009048304759931	0.5568203514748049	QRSL1	1
GO:0043039	tRNA aminoacylation	1/90	31/6656	0.34491544948431596	0.6009048304759931	0.5568203514748049	QRSL1	1
GO:0060419	heart growth	1/90	31/6656	0.34491544948431596	0.6009048304759931	0.5568203514748049	MEF2C	1
GO:1901343	negative regulation of vasculature development	1/90	31/6656	0.34491544948431596	0.6009048304759931	0.5568203514748049	KLF2	1
GO:2000181	negative regulation of blood vessel morphogenesis	1/90	31/6656	0.34491544948431596	0.6009048304759931	0.5568203514748049	KLF2	1
GO:2001238	positive regulation of extrinsic apoptotic signaling pathway	1/90	31/6656	0.34491544948431596	0.6009048304759931	0.5568203514748049	STK4	1
GO:0009267	cellular response to starvation	2/90	91/6656	0.3494553841540655	0.6076036489454704	0.5630277212036946	EIF2AK3/BCL2	2
